dataid,local_10min,cleaning_systemC,cooling_systemC,lightning_system,milk_pumpC,vacuum_pumpC,osmoseF,coldroomF,water_pumpF,cooling_system_R,RO1,RO2,vacuum_pump1,vacuum_pump2,lightning_system_R
3,30/05/2022 23:30,,,,,,,,,0.0179768,0.2169001,0.2063867,0.5005842,0.4931085,-0.0018546
3,30/05/2022 23:40,,,,,,,,,0.0239345,0.2646868,0.1859225,0.508407,0.4825986,-0.001782
3,30/05/2022 23:50,,,,,,,,,0.0278514,0.2577185,0.223757,0.5192933,0.4474331,-0.001519
3,31/05/2022 00:00,,,,,,,,,0.0223449,0.2183755,0.2148025,0.5095037,0.4981336,-0.0016064
3,31/05/2022 00:10,,,,,,,,,3.3469208,0.2385014,0.2041149,0.4913144,0.491411,-0.002284
3,31/05/2022 00:20,,,,,,,,,4.7104209,0.259522,0.2451689,0.5098395,0.4840032,-0.0018384
3,31/05/2022 00:30,,,,,,,,,5.2186197,0.2815505,0.1847448,0.5286947,0.4909238,-0.0019186
3,31/05/2022 00:40,,,,,,,,,0.8675379,0.2339323,0.2266558,0.4139661,0.4700769,-0.0017813
3,31/05/2022 00:50,,,,,,,,,0.0230398,0.1682593,0.1436655,0.4357309,0.2271584,-0.0017914
3,31/05/2022 01:00,,,,,,,,,0.0015229,0.2444207,0.0575733,0.4777542,0.0082392,-0.0020668
3,31/05/2022 01:10,,,,,,,,,0.0136519,0.1517871,0.1885576,0.3799161,0.4908266,-0.0017964
3,31/05/2022 01:20,,,,,,,,,0.0047796,0.2253877,0.2270433,0.5304984,0.482568,-0.0016919
3,31/05/2022 01:30,,,,,,,,,3.2847746,0.162875,0.0836805,0.4807615,0.4487409,-0.0020137
3,31/05/2022 01:40,,,,,,,,,5.2243378,0.1727031,0.212323,0.4747714,0.4909545,-0.0017681
3,31/05/2022 01:50,,,,,,,,,0.1092442,0.0555262,0.1374658,0.0231666,0.4081524,-0.001797
3,31/05/2022 02:00,,,,,,,,,0.0082561,0.1847769,0.2413047,0.3747113,0.4783734,-0.0019203
3,31/05/2022 02:10,,,,,,,,,0.0077801,0.1709537,0.1630199,0.4846515,0.5506697,-0.0003561
3,31/05/2022 02:20,,,,,,,,,0.0167507,0.2242161,0.2650154,0.4959073,0.5121525,-0.0009902
3,31/05/2022 02:30,,,,,,,,,0.0180115,0.1782806,0.246994,0.4658648,0.4864807,-0.00057
3,31/05/2022 02:40,,,,,,,,,0.0237591,0.1124339,0.2914697,0.1771015,0.5438296,-0.0025114
3,31/05/2022 02:50,,,,,,,,,0.0129066,0.2509989,0.1690683,0.4808468,0.4803815,-0.0065434
3,31/05/2022 03:00,,,,,,,,,1.9963351,0.280448,0.2534336,0.5007159,0.5064228,-0.0065086
3,31/05/2022 03:10,,,,,,,,,4.7030595,0.1942599,0.1096216,0.3799818,0.4531972,-0.0067844
3,31/05/2022 03:20,,,,,,,,,4.5663947,0.1361113,0.262387,0.2392974,0.521903,-0.0062556
3,31/05/2022 03:30,,,,,,,,,0.0168566,0.096103,0.1836535,0.3513437,0.4929338,-0.0066172
3,31/05/2022 03:40,,,,,,,,,0.0143237,0.2011259,0.1893818,0.4558519,0.4819021,-0.0057381
3,31/05/2022 03:50,,,,,,,,,0.0203488,0.2800527,0.2324933,0.5437376,0.4984367,-0.004419
3,31/05/2022 04:00,,,,,,,,,0.017105,0.1635846,0.1547792,0.4827921,0.4747469,0.0054756
3,31/05/2022 04:10,,,,,,,,,2.7343012,0.1917545,0.183789,0.4716419,0.4721964,-0.0016944
3,31/05/2022 04:20,,,,,,,,,4.7457173,0.1818778,0.1716599,0.4811034,0.4860464,-0.0017791
3,31/05/2022 04:30,,,,,,,,,4.716463,0.1782929,0.2600623,0.4350995,0.5335711,-0.0016958
3,31/05/2022 04:40,,,,,,,,,1.3714698,0.1909457,0.2381578,0.4896627,0.501992,0.0117366
3,31/05/2022 04:50,,,,,,,,,0.0960845,0.2142381,0.2232994,0.4664869,0.4933481,0.1283367
3,31/05/2022 05:00,,,,,,,,,0.0442916,0.1713291,0.2680726,0.4605117,0.5402707,0.1286407
3,31/05/2022 05:10,,,,,,,,,0.0532883,0.176656,0.2931258,0.480626,0.5290351,0.1285552
3,31/05/2022 05:20,,,,,,,,,1.8801785,0.1875713,0.2474939,0.3132517,0.4431233,0.1285295
3,31/05/2022 05:30,,,,,,,,,4.7623522,0.2108897,0.2826154,0.3850276,0.5251701,0.128848
3,31/05/2022 05:40,,,,,,,,,4.6381012,0.2707074,0.2083149,0.5087487,0.4646985,0.1285297
3,31/05/2022 05:50,,,,,,,,,1.2407326,0.1458045,0.253487,0.2725753,0.4996189,0.1285851
3,31/05/2022 06:00,,,,,,,,,0.0195367,0.2219669,0.1725673,0.4852941,0.4668039,0.1284975
3,31/05/2022 06:10,,,,,,,,,0.0176676,0.2240876,0.259446,0.5044012,0.5221006,0.1285088
3,31/05/2022 06:20,,,,,,,,,0.0236135,0.2400806,0.1948143,0.4730811,0.4750463,0.1287785
3,31/05/2022 06:30,,,,,,,,,0.0203913,0.226492,0.2433313,0.4789752,0.4887282,0.1284515
3,31/05/2022 06:40,,,,,,,,,4.0023045,0.2135805,0.1425165,0.4558523,0.2585853,0.1286163
3,31/05/2022 06:50,,,,,,,,,4.6085757,0.179737,0.2242128,0.4770184,0.4905293,0.1284927
3,31/05/2022 07:00,,,,,,,,,4.552359,0.2066701,0.2173873,0.5047275,0.3576413,0.1292472
3,31/05/2022 07:10,,,,,,,,,1.2263499,0.2289807,0.227099,0.4755749,0.5116223,0.1285173
3,31/05/2022 07:20,,,,,,,,,0.0185321,0.2545434,0.1845613,0.5106575,0.4738158,0.1284164
3,31/05/2022 07:30,,,,,,,,,0.0212592,0.269786,0.265064,0.477343,0.5074607,0.1286807
3,31/05/2022 07:40,,,,,,,,,0.0179066,0.1875135,0.2013495,0.4125285,0.3809466,0.1283884
3,31/05/2022 07:50,,,,,,,,,0.0187076,0.2161824,0.2351407,0.4901865,0.4555572,0.1287293
3,31/05/2022 08:00,,,,,,,,,1.5311598,0.2249158,0.1899866,0.4733995,0.374853,0.1287417
3,31/05/2022 08:10,,,,,,,,,4.6510211,0.1852176,0.0578557,0.4772252,0.0104114,0.1283421
3,31/05/2022 08:20,,,,,,,,,4.520751,0.1353872,0.16452,0.3193424,0.340237,0.1283541
3,31/05/2022 08:30,,,,,,,,,2.9856449,0.2389287,0.2217684,0.5287389,0.4923026,0.1285831
3,31/05/2022 08:40,,,,,,,,,0.017935,0.2002732,0.1798653,0.4699697,0.4713167,0.1288698
3,31/05/2022 08:50,,,,,,,,,0.0275518,0.2969371,0.209373,0.5279185,0.4826663,0.1286317
3,31/05/2022 09:00,,,,,,,,,0.0210968,0.1773412,0.2131778,0.4764227,0.4734255,0.1287582
3,31/05/2022 09:10,,,,,,,,,0.029109,0.2048578,0.2213844,0.459546,0.4997101,0.1288103
3,31/05/2022 09:20,,,,,,,,,3.5668253,0.317483,0.2162024,0.5452861,0.4409057,0.1292101
3,31/05/2022 09:30,,,,,,,,,4.4159,0.1781615,0.1939661,0.3061414,0.4702164,0.127701
3,31/05/2022 09:40,,,,,,,,,4.4788104,0.1370929,0.2395579,0.9686209,0.5694875,0.1280688
3,31/05/2022 09:50,,,,,,,,,1.0345873,0.1855622,0.1639807,0.5041503,0.5670032,0.1287397
3,31/05/2022 10:00,,,,,,,,,0.0274339,0.2347826,0.2142409,0.4593011,0.4750306,0.1285319
3,31/05/2022 10:10,,,,,,,,,0.0275715,0.1967456,0.2498365,0.478768,0.4959014,0.1288491
3,31/05/2022 10:20,,,,,,,,,0.0213342,0.2017869,0.1833299,0.4465183,0.4664287,0.1285175
3,31/05/2022 10:30,,,,,,,,,0.0217272,0.0654497,0.2423201,0.0560509,0.4919136,0.1287019
3,31/05/2022 10:40,,,,,,,,,0.0201275,0.2379227,0.2510823,0.4581197,0.4882264,0.1286051
3,31/05/2022 10:50,,,,,,,,,0.0123579,0.2075671,0.2310275,0.499621,0.4919431,0.1285803
3,31/05/2022 11:00,,,,,,,,,0.7979594,0.2198028,0.0853029,0.3515097,0.0501138,0.1286743
3,31/05/2022 11:10,,,,,,,,,3.8369034,0.0960474,0.2424961,0.0879728,0.4831346,0.1289565
3,31/05/2022 11:20,,,,,,,,,4.3879144,0.0644388,0.2251944,0.0591709,0.4943603,0.1282558
3,31/05/2022 11:30,,,,,,,,,0.958458,0.0654497,0.1715076,0.0552726,0.468096,0.1285301
3,31/05/2022 11:40,,,,,,,,,0.0208054,0.1849312,0.2486894,0.4211716,0.4982406,0.128609
3,31/05/2022 11:50,,,,,,,,,0.0182808,0.229896,0.1733551,0.5105719,0.4164626,0.1284174
3,31/05/2022 12:00,,,,,,,,,0.0149914,0.2172308,0.1835642,0.4670505,0.473148,0.1285588
3,31/05/2022 12:10,,,,,,,,,0.0107827,0.2172307,0.186547,0.4765225,0.4642839,0.1286075
3,31/05/2022 12:20,,,,,,,,,0.0191297,0.2118479,0.1626717,0.4662245,0.2989126,0.1286522
3,31/05/2022 12:30,,,,,,,,,0.5312211,0.2280508,0.2079069,0.4951335,0.4650431,0.1288176
3,31/05/2022 12:40,,,,,,,,,4.350597,0.1535144,0.2245415,0.4128637,0.4958794,0.1285919
3,31/05/2022 12:50,,,,,,,,,4.4053375,0.2112589,0.1714394,0.458612,0.2928174,0.1286281
3,31/05/2022 13:00,,,,,,,,,3.9491105,0.2291061,0.2216218,0.4495944,0.4066183,0.128843
3,31/05/2022 13:10,,,,,,,,,0.0104849,0.189695,0.0573592,0.4728653,0.008188,0.1286318
3,31/05/2022 13:20,,,,,,,,,0.019155,0.2533463,0.0611486,0.5167359,0.0083514,0.1286228
3,31/05/2022 13:30,,,,,,,,,0.0135908,0.2140158,0.1064753,0.4334226,0.1143778,0.128584
3,31/05/2022 13:40,,,,,,,,,0.0160087,0.0658268,0.3099068,0.0560678,0.5458296,0.1285719
3,31/05/2022 13:50,,,,,,,,,0.0099353,0.0652504,0.1016488,0.0559023,0.1236087,0.1286656
3,31/05/2022 14:00,,,,,,,,,-0.000109,0.124408,0.061124,0.1717246,0.0174174,0.1284479
3,31/05/2022 14:10,,,,,,,,,0.01039,0.1665186,0.1885397,0.4318673,0.3063332,0.128296
3,31/05/2022 14:20,,,,,,,,,0.0268,0.2201881,0.2544783,0.3697219,0.4959566,0.0495827
3,31/05/2022 14:30,,,,,,,,,0.0197382,0.230947,0.1125082,0.5050997,0.1749989,-0.0018979
3,31/05/2022 14:40,,,,,,,,,0.0093645,0.1782023,0.1214208,0.4274932,0.2482239,-0.0018241
3,31/05/2022 14:50,,,,,,,,,1.7844569,0.2245102,0.1819829,0.4840019,0.4724704,-0.0012629
3,31/05/2022 15:00,,,,,,,,,4.5961561,0.1511783,0.1816469,0.3026654,0.4595399,-0.0013978
3,31/05/2022 15:10,,,,,,,,,4.2913135,0.1803018,0.2339139,0.3382273,0.488259,-0.0018157
3,31/05/2022 15:20,,,,,,,,,4.4508927,0.1722329,0.2022471,0.3147829,0.4692968,-0.0020542
3,31/05/2022 15:30,,,,,,,,,0.8651157,0.1495846,0.1736377,0.511941,0.3739437,-0.0019289
3,31/05/2022 15:40,,,,,,,,,0.0097147,0.1975282,0.2210104,0.4848204,0.3759396,-0.0017464
3,31/05/2022 15:50,,,,,,,,,0.0175198,0.064268,0.2195167,0.0952951,0.4791773,-0.0016285
3,31/05/2022 16:00,,,,,,,,,0.0164637,0.1272343,0.2275268,0.4695393,0.4919047,-0.001772
3,31/05/2022 16:10,,,,,,,,,0.0034918,0.1757918,0.1362447,0.4687663,0.46286,-0.0020493
3,31/05/2022 16:20,,,,,,,,,-0.0003545,0.1238166,0.1332945,0.3571371,0.4507118,-0.0021723
3,31/05/2022 16:30,,,,,,,,,0.0099169,0.2001497,0.087749,0.4729975,0.413621,-0.0019472
3,31/05/2022 16:40,,,,,,,,,0.0103996,0.1689243,0.1737988,0.4801687,0.4069667,-0.001947
3,31/05/2022 16:50,,,,,,,,,0.0203286,0.2268803,0.2369884,0.3744633,0.5369436,-0.0014138
3,31/05/2022 17:00,,,,,,,,,1.757128,0.2577178,0.1780318,0.5098719,0.5017096,-0.0015913
3,31/05/2022 17:10,,,,,,,,,3.8062944,0.2115184,0.2056568,0.4829549,0.4749417,0.0002913
3,31/05/2022 17:20,,,,,,,,,4.841471,0.2351094,0.2177368,0.5012318,0.4873501,-0.0002217
3,31/05/2022 17:30,,,,,,,,,1.1444512,0.2021496,0.2162699,0.4558602,0.4773569,-0.0008127
3,31/05/2022 17:40,,,,,,,,,0.019948,0.1035819,0.2524421,0.1294592,0.5132176,-0.0007984
3,31/05/2022 17:50,,,,,,,,,0.0305564,0.1732261,0.2053953,0.3639508,0.3667903,-0.0007127
3,31/05/2022 18:00,,,,,,,,,0.0163658,0.2085167,0.2227897,0.5066157,0.3994168,-0.0016978
3,31/05/2022 18:10,,,,,,,,,0.0241643,0.2300289,0.1869433,0.480805,0.4792083,-0.0017123
3,31/05/2022 18:20,,,,,,,,,0.0231416,0.2234501,0.2585294,0.5043414,0.492052,-0.0015184
3,31/05/2022 18:30,,,,,,,,,0.0405552,0.2421661,0.2082456,0.5030302,0.4717213,-0.0018944
3,31/05/2022 18:40,,,,,,,,,4.9239121,0.2347868,0.2498953,0.486244,0.5095635,-0.0017778
3,31/05/2022 18:50,,,,,,,,,5.2720393,0.2386348,0.1823272,0.4727702,0.4773647,-0.0020757
3,31/05/2022 19:00,,,,,,,,,5.1972955,0.2300294,0.2518965,0.5098452,0.4981632,-0.0020423
3,31/05/2022 19:10,,,,,,,,,5.0852361,0.2675404,0.2047178,0.5161737,0.4782536,-0.002014
3,31/05/2022 19:20,,,,,,,,,5.2955744,0.1249419,0.1721083,0.259744,0.4790352,-0.0019521
3,31/05/2022 19:30,,,,,,,,,3.0899023,0.2222906,0.1779189,0.5036562,0.4788828,-0.005785
3,31/05/2022 19:40,,,,,,,,,0.0222765,0.1752268,0.2546033,0.4674673,0.5126577,-0.0066612
3,31/05/2022 19:50,,,,,,,,,0.0145278,0.1776563,0.1963932,0.4824879,0.4929147,-0.0066507
3,31/05/2022 20:00,,,,,,,,,0.0243918,0.1731018,0.259889,0.4636859,0.5060241,-0.006501
3,31/05/2022 20:10,,,,,,,,,0.0195646,0.2092726,0.1770838,0.4523696,0.4852339,-0.0064924
3,31/05/2022 20:20,,,,,,,,,0.0286187,0.2001737,0.2860809,0.477965,0.5322666,-0.0065042
3,31/05/2022 20:30,,,,,,,,,3.6775423,0.2330457,0.1771116,0.4125954,0.4463378,-0.0049785
3,31/05/2022 20:40,,,,,,,,,5.4729826,0.2331366,0.1820747,0.5065448,0.4780178,-0.0038325
3,31/05/2022 20:50,,,,,,,,,5.1811494,0.2070496,0.2348178,0.4965827,0.4669426,-0.0032667
3,31/05/2022 21:00,,,,,,,,,5.4957516,0.2344634,0.1887462,0.5137139,0.482366,-0.0019037
3,31/05/2022 21:10,,,,,,,,,5.3477264,0.1808764,0.2545092,0.4733521,0.5127468,-0.0018351
3,31/05/2022 21:20,,,,,,,,,5.4061813,0.3259066,0.19363,0.5347795,0.4958583,-0.0019509
3,31/05/2022 21:30,,,,,,,,,3.8928102,0.1145399,0.2143469,0.1923453,0.5024306,-0.0019304
3,31/05/2022 21:40,,,,,,,,,0.0117013,0.1992135,0.2197869,0.386112,0.5073593,-0.0019682
3,31/05/2022 21:50,,,,,,,,,0.0219775,0.2182272,0.2707709,0.5147981,0.5120038,-0.0018066
3,31/05/2022 22:00,,,,,,,,,0.0311946,0.2482009,0.2612067,0.5126001,0.5072098,-0.0019525
3,31/05/2022 22:10,,,,,,,,,0.0209546,0.2624737,0.2345741,0.5344725,0.4829867,-0.0018457
3,31/05/2022 22:20,,,,,,,,,0.0164272,0.1906551,0.259995,0.4794913,0.5146475,-0.0016723
3,31/05/2022 22:30,,,,,,,,,0.0291056,0.1807574,0.2440688,0.4831705,0.5048671,-0.0018654
3,31/05/2022 22:40,,,,,,,,,1.165945,0.217543,0.1853068,0.4719709,0.4764627,-0.0017402
3,31/05/2022 22:50,,,,,,,,,5.5385209,0.2167195,0.1964417,0.468404,0.4572088,-0.0019485
3,31/05/2022 23:00,,,,,,,,,5.2222365,0.1458104,0.1245972,0.3584329,0.2615004,-0.0020184
3,31/05/2022 23:10,,,,,,,,,5.1118929,0.1447395,0.2617563,0.9637018,0.576785,-0.0018849
3,31/05/2022 23:20,,,,,,,,,5.2544925,0.1719566,0.1567024,0.521544,0.5685166,-0.0020108
3,31/05/2022 23:30,,,,,,,,,2.1888145,0.1999284,0.2113038,0.5101077,0.4985246,-0.001879
3,31/05/2022 23:40,,,,,,,,,0.0208503,0.2268887,0.1884689,0.5121743,0.4874468,-0.0016141
3,31/05/2022 23:50,,,,,,,,,0.0222399,0.2232291,0.2094576,0.5180859,0.4298653,-0.0018921
3,1/6/2022 0:00,,,,,,,,,0.0299225,0.2778608,0.1944711,0.5184532,0.4443298,-0.0016362
3,1/6/2022 0:10,,,,,,,,,0.0239085,0.1302866,0.2140569,0.2290039,0.4824321,-0.0019125
3,1/6/2022 0:20,,,,,,,,,0.0270474,0.2181431,0.2005848,0.4945412,0.3852817,-0.0017766
3,1/6/2022 0:30,,,,,,,,,0.0109746,0.196195,0.1423898,0.4269272,0.4022198,-0.0019615
3,1/6/2022 0:40,,,,,,,,,0.024808,0.1344553,0.190666,0.3847273,0.2928427,-0.001967
3,1/6/2022 0:50,,,,,,,,,2.7610423,0.1653699,0.0618757,0.5110056,0.0096905,-0.0019726
3,1/6/2022 1:00,,,,,,,,,5.1333771,0.0904498,0.0721744,0.074618,0.0475528,-0.002311
3,1/6/2022 1:10,,,,,,,,,5.4625084,0.0563461,0.2001272,0.0151909,0.4747953,-0.0019547
3,1/6/2022 1:20,,,,,,,,,5.470498,0.1329276,0.1157499,0.4134265,0.4533264,-0.0019505
3,1/6/2022 1:30,,,,,,,,,0.5455099,0.1710467,0.2593946,0.505909,0.4943507,-0.0016416
3,1/6/2022 1:40,,,,,,,,,-0.0001714,0.1356658,0.0911018,0.4583443,0.4532034,-0.0019538
3,1/6/2022 1:50,,,,,,,,,-0.0003254,0.1627232,0.1311972,0.4986438,0.4582761,-0.0020201
3,1/6/2022 2:00,,,,,,,,,0.0213487,0.2962592,0.1211943,0.5347416,0.4064268,-0.0016647
3,1/6/2022 2:10,,,,,,,,,0.0102288,0.2192754,0.237649,0.5053645,0.4804246,-0.0014563
3,1/6/2022 2:20,,,,,,,,,0.0101072,0.2416046,0.1634982,0.5164464,0.5318918,-0.0004133
3,1/6/2022 2:30,,,,,,,,,0.0178033,0.216881,0.2197011,0.4959415,0.4995842,-0.0008426
3,1/6/2022 2:40,,,,,,,,,0.0204454,0.332584,0.1815915,0.5603367,0.4834376,-0.0012842
3,1/6/2022 2:50,,,,,,,,,0.0245441,0.2952432,0.2136152,0.4824632,0.3687484,-0.0011398
3,1/6/2022 3:00,,,,,,,,,0.0208334,0.2552376,0.2584368,0.5386298,0.5217183,-0.0021222
3,1/6/2022 3:10,,,,,,,,,0.0144514,0.0737562,0.2315649,0.4655443,0.4788677,-0.0066939
3,1/6/2022 3:20,,,,,,,,,0.7759504,0.2179492,0.2932629,0.4281697,0.5512048,-0.0064392
3,1/6/2022 3:30,,,,,,,,,3.8217502,0.2476169,0.2198298,0.5102132,0.4887146,-0.0067663
3,1/6/2022 3:40,,,,,,,,,4.9740321,0.1363872,0.1355279,0.5003805,0.4810265,-0.0064377
3,1/6/2022 3:50,,,,,,,,,5.0378868,0.2069998,0.1573219,0.5096143,0.4880672,-0.0063058
3,1/6/2022 4:00,,,,,,,,,4.8500145,0.1649171,0.2423729,0.5042245,0.4686896,0.0038636
3,1/6/2022 4:10,,,,,,,,,1.8651419,0.2399161,0.2312809,0.5026759,0.5110777,-0.003882
3,1/6/2022 4:20,,,,,,,,,0.0214197,0.1723038,0.1776325,0.4879406,0.4424478,-0.0045865
3,1/6/2022 4:30,,,,,,,,,0.0283187,0.1741869,0.2567863,0.3834493,0.5115107,-0.0025998
3,1/6/2022 4:40,,,,,,,,,0.0101856,0.1697519,0.1102898,0.496972,0.4492064,0.0506328
3,1/6/2022 4:50,,,,,,,,,0.0336246,0.2595526,0.2227304,0.516758,0.4989492,0.1285347
3,1/6/2022 5:00,,,,,,,,,0.0202838,0.195521,0.2092254,0.4968514,0.4880724,0.1287632
3,1/6/2022 5:10,,,,,,,,,0.0295765,0.2184375,0.2429368,0.4711871,0.5039912,0.1287791
3,1/6/2022 5:20,,,,,,,,,3.2323765,0.154733,0.11742,0.3005695,0.4488987,0.128282
3,1/6/2022 5:30,,,,,,,,,4.4108122,0.0550841,0.2144496,0.0153547,0.4666063,0.1287109
3,1/6/2022 5:40,,,,,,,,,4.7522242,0.0566792,0.203493,0.0155322,0.4873701,0.1282015
3,1/6/2022 5:50,,,,,,,,,4.7869645,0.0555061,0.2671659,0.0155866,0.5170868,0.1284257
3,1/6/2022 6:00,,,,,,,,,1.7738058,0.0537355,0.2649232,0.0163356,0.509153,0.1286772
3,1/6/2022 6:10,,,,,,,,,0.0204145,0.1928051,0.2145126,0.4190847,0.4838797,0.1285733
3,1/6/2022 6:20,,,,,,,,,0.0677537,0.0550259,0.2616163,0.0173888,0.5169636,0.1287075
3,1/6/2022 6:30,,,,,,,,,0.0311206,0.1407429,0.1898214,0.3329115,0.4783683,0.1284944
3,1/6/2022 6:40,,,,,,,,,0.0668546,0.2064319,0.2192936,0.4822238,0.4987378,0.1289792
3,1/6/2022 6:50,,,,,,,,,0.085305,0.2812741,0.1726,0.5393922,0.4765994,0.1287265
3,1/6/2022 7:00,,,,,,,,,0.0126241,0.1807108,0.1987122,0.4780249,0.4638146,0.1285744
3,1/6/2022 7:10,,,,,,,,,0.0224775,0.2280969,0.2589064,0.5058492,0.503806,0.1286333
3,1/6/2022 7:20,,,,,,,,,0.0270063,0.2215139,0.1639061,0.4801094,0.4698409,0.1283926
3,1/6/2022 7:30,,,,,,,,,2.4971933,0.1980278,0.2516324,0.5025203,0.4925813,0.1286048
3,1/6/2022 7:40,,,,,,,,,2.0498679,0.1499283,0.1589919,0.4542692,0.4232863,0.1283023
3,1/6/2022 7:50,,,,,,,,,1.669663,0.1381617,0.2115731,0.6946598,0.4382503,0.1286338
3,1/6/2022 8:00,,,,,,,,,0.3981461,0.1233922,0.1831735,0.6592288,0.6107044,0.1285817
3,1/6/2022 8:10,,,,,,,,,1.3770664,0.2289998,0.1817431,0.5321974,0.4188161,0.1285021
3,1/6/2022 8:20,,,,,,,,,2.0999765,0.2083182,0.2498194,0.470592,0.4895028,0.1292053
3,1/6/2022 8:30,,,,,,,,,2.9002991,0.2596383,0.2528919,0.4750603,0.502818,0.1285796
3,1/6/2022 8:40,,,,,,,,,1.4595209,0.2922214,0.1889668,0.5039527,0.4075647,0.1284627
3,1/6/2022 8:50,,,,,,,,,1.0108594,0.1781999,0.1479145,0.2549792,0.2592617,0.1286096
3,1/6/2022 9:00,,,,,,,,,1.5530664,0.1882947,0.1766124,0.47213,0.4684853,0.1275968
3,1/6/2022 9:10,,,,,,,,,2.3926096,0.1920072,0.1935507,0.4068807,0.4385964,0.1254561
3,1/6/2022 9:20,,,,,,,,,3.8412269,0.2115174,0.2596496,0.4780315,0.4549542,0.1215677
3,1/6/2022 9:30,,,,,,,,,3.2353765,0.1449987,0.241214,0.3381381,0.4928613,0.1238373
3,1/6/2022 9:40,,,,,,,,,1.2956139,0.1387475,0.1897753,0.1961926,0.3504344,0.1249514
3,1/6/2022 9:50,,,,,,,,,1.7912579,0.2784782,0.1998276,0.5300915,0.4731684,0.1235633
3,1/6/2022 10:00,,,,,,,,,3.5077998,0.2182065,0.1887028,0.4995543,0.3444806,0.1247598
3,1/6/2022 10:10,,,,,,,,,4.901972,0.250356,0.2197522,0.4952898,0.4723669,0.1261229
3,1/6/2022 10:20,,,,,,,,,4.4007388,0.2019653,0.1843364,0.46629,0.4420077,0.1280319
3,1/6/2022 10:30,,,,,,,,,4.4158194,0.2244577,0.1610335,0.5033648,0.2940878,0.1266662
3,1/6/2022 10:40,,,,,,,,,4.411994,0.1655238,0.2180973,0.4654379,0.4869739,0.1248409
3,1/6/2022 10:50,,,,,,,,,2.9676802,0.193886,0.2337494,0.4818311,0.4708246,0.1272478
3,1/6/2022 11:00,,,,,,,,,3.9155279,0.227942,0.1307822,0.4876982,0.2747596,0.1278397
3,1/6/2022 11:10,,,,,,,,,1.6831745,0.12884,0.1545419,0.4629748,0.2881617,0.1238816
3,1/6/2022 11:20,,,,,,,,,0.0172597,0.1989619,0.1036292,0.4141278,0.1188289,0.123093
3,1/6/2022 11:30,,,,,,,,,0.0170904,0.1801889,0.221131,0.4885686,0.3971513,0.1268376
3,1/6/2022 11:40,,,,,,,,,4.1792023,0.1659426,0.0968917,0.4684202,0.4395124,0.1255442
3,1/6/2022 11:50,,,,,,,,,2.4252798,0.1979429,0.2860829,0.4971887,0.4812462,0.120888
3,1/6/2022 12:00,,,,,,,,,1.4629949,0.219897,0.1881884,0.5075258,0.4416285,0.1245202
3,1/6/2022 12:10,,,,,,,,,0.0108582,0.1879108,0.142189,0.4862688,0.4599707,0.12748
3,1/6/2022 12:20,,,,,,,,,2.7855193,0.2127803,0.082966,0.4749066,0.0485639,0.1256445
3,1/6/2022 12:30,,,,,,,,,1.609881,0.175801,0.057369,0.4943941,0.0092004,0.1278687
3,1/6/2022 12:40,,,,,,,,,0.0644698,0.2506476,0.0610812,0.4737721,0.0083247,0.1286529
3,1/6/2022 12:50,,,,,,,,,0.0293698,0.2655572,0.0569079,0.4659526,0.0082294,0.1250127
3,1/6/2022 13:00,,,,,,,,,1.4281312,0.1846957,0.2091026,0.4918057,0.4360087,0.1274024
3,1/6/2022 13:10,,,,,,,,,4.3281297,0.1852292,0.0593401,0.3587873,0.0149405,0.1274885
3,1/6/2022 13:20,,,,,,,,,1.1583981,0.0530705,0.0580738,0.0168335,0.0085831,0.1273097
3,1/6/2022 13:30,,,,,,,,,0.0070986,0.2374265,0.116828,0.4868938,0.122477,0.1285119
3,1/6/2022 13:40,,,,,,,,,0.0195934,0.216139,0.1867724,0.4042462,0.4438065,0.1285512
3,1/6/2022 13:50,,,,,,,,,2.0412251,0.1291535,0.2513316,0.2125891,0.4068554,0.1288489
3,1/6/2022 14:00,,,,,,,,,0.6776814,0.2115425,0.2518082,0.4194868,0.4697912,0.127609
3,1/6/2022 14:10,,,,,,,,,1.9967287,0.1266527,0.0625355,0.2746114,0.0219559,0.1280841
3,1/6/2022 14:20,,,,,,,,,0.0072729,0.1833973,0.2431271,0.4765039,0.3374428,0.1290823
3,1/6/2022 14:30,,,,,,,,,0.903766,0.1670832,0.2279425,0.4788652,0.4829039,0.1284266
3,1/6/2022 14:40,,,,,,,,,4.0664839,0.1822961,0.2298554,0.4573459,0.5042269,0.1286497
3,1/6/2022 14:50,,,,,,,,,0.0245164,0.1339103,0.2569705,0.4114796,0.489333,-0.0013288
3,1/6/2022 15:00,,,,,,,,,1.2066521,0.1659138,0.1996544,0.4497643,0.4771085,-0.0016053
3,1/6/2022 15:10,,,,,,,,,4.2711564,0.2943567,0.205065,0.5088438,0.4648444,-0.0018052
3,1/6/2022 15:20,,,,,,,,,1.7253276,0.1748548,0.212997,0.3812604,0.4943376,-0.0017085
3,1/6/2022 15:30,,,,,,,,,1.3120771,0.1303801,0.2688893,0.2056798,0.4922144,-0.0021315
3,1/6/2022 15:40,,,,,,,,,1.9211884,0.1010699,0.1630636,0.1305942,0.3865989,-0.00206
3,1/6/2022 15:50,,,,,,,,,0.011048,0.198443,0.1688411,0.4923816,0.4744658,-0.0018207
3,1/6/2022 16:00,,,,,,,,,0.6406067,0.2393401,0.1986777,0.4597373,0.4885546,-0.0017213
