dataid,local_10min,cleaning_systemC,cooling_systemC,lightning_system,milk_pumpC,vacuum_pumpC,osmoseF,coldroomF,water_pumpF,cooling_system_R,RO1,RO2,vacuum_pump1,vacuum_pump2,lightning_system_R
1,30/05/2022 08:00,6.5026,37.4616,17.7129,4.7268,0.7136,,,,,,,,,
1,30/05/2022 08:10,6.5778,23.4686,2.7034,4.7359,0.8116,,,,,,,,,
1,30/05/2022 08:20,6.535,37.7116,14.2423,4.7402,0.7909,,,,,,,,,
1,30/05/2022 08:30,6.5916,23.6902,14.4115,4.743,0.781,,,,,,,,,
1,30/05/2022 08:40,6.5561,28.1167,8.443,4.7247,0.7796,,,,,,,,,
1,30/05/2022 08:50,6.5865,33.3129,2.7627,4.7149,0.783,,,,,,,,,
1,30/05/2022 09:00,6.7757,23.6161,8.5969,4.6571,0.7545,,,,,,,,,
1,30/05/2022 09:10,6.7882,37.4374,1.5006,4.5827,0.7442,,,,,,,,,
1,30/05/2022 09:20,6.8856,23.7299,1.478,4.5781,0.7439,,,,,,,,,
1,30/05/2022 09:30,6.913,37.3732,15.9417,4.5953,0.6473,,,,,,,,,
1,30/05/2022 09:40,7.004,23.668,14.2213,4.594,0.6253,,,,,,,,,
1,30/05/2022 09:50,6.9183,37.7089,9.0031,4.6478,0.6581,,,,,,,,,
1,30/05/2022 10:00,6.9675,23.7997,1.3057,4.6624,0.6571,,,,,,,,,
1,30/05/2022 10:10,6.9054,37.8484,1.2169,4.6659,0.7943,,,,,,,,,
1,30/05/2022 10:20,6.9704,23.927,18.7948,4.682,0.8085,,,,,,,,,
1,30/05/2022 10:30,7.0392,25.0399,1.2316,4.6605,0.8184,,,,,,,,,
1,30/05/2022 10:40,6.9746,36.1485,7.4014,4.6481,0.8007,,,,,,,,,
1,30/05/2022 10:50,6.969,23.9066,0.9172,4.6695,0.8023,,,,,,,,,
1,30/05/2022 11:00,6.8846,38.0157,0.6588,4.6588,0.8055,,,,,,,,,
1,30/05/2022 11:10,6.9327,24.0874,6.9815,4.6811,0.8213,,,,,,,,,
1,30/05/2022 11:20,6.8719,37.7171,6.342,4.6434,0.8355,,,,,,,,,
1,30/05/2022 11:30,6.9226,24.1645,16.3158,4.6929,0.8261,,,,,,,,,
1,30/05/2022 11:40,6.868,38.5943,29.002,4.6985,0.8735,,,,,,,,,
1,30/05/2022 11:50,6.8873,24.2418,7.7506,4.6839,0.8888,,,,,,,,,
1,30/05/2022 12:00,6.9118,36.8714,50.9089,4.6601,0.8486,,,,,,,,,
1,30/05/2022 12:10,6.8799,25.4665,0.3105,4.658,0.8284,,,,,,,,,
1,30/05/2022 12:20,6.5361,344.2273,0.0087,4.4154,0.8486,,,,,,,,,
1,30/05/2022 12:30,5.6635,1048.5496,12.6374,3.7932,0.8556,,,,,,,,,
1,30/05/2022 12:40,6.9036,23.3681,7.58,4.6758,0.8752,,,,,,,,,
1,30/05/2022 12:50,6.8583,37.6659,0.1359,4.6844,0.882,,,,,,,,,
1,30/05/2022 13:00,6.8763,23.7939,4.661,4.6854,0.9065,,,,,,,,,
1,30/05/2022 13:10,6.8341,38.1321,0.1557,4.6762,0.9049,,,,,,,,,
1,30/05/2022 13:20,6.8677,23.9048,0.2593,4.6832,0.8879,,,,,,,,,
1,30/05/2022 13:30,6.9889,23.6391,0.1961,4.6082,0.8837,,,,,,,,,
1,30/05/2022 13:40,6.8898,37.3867,0.2256,4.6372,0.827,,,,,,,,,
1,30/05/2022 13:50,6.9223,24.0159,0.3352,4.6537,0.8538,,,,,,,,,
1,30/05/2022 14:00,6.8661,37.863,0.5346,4.6447,0.8918,,,,,,,,,
1,30/05/2022 14:10,6.8879,24.0902,29.4062,4.6606,0.8956,,,,,,,,,
1,30/05/2022 14:20,6.8298,37.9378,16.3468,4.644,0.8876,,,,,,,,,
1,30/05/2022 14:30,6.8761,24.1869,14.6608,4.631,0.8953,,,,,,,,,
1,30/05/2022 14:40,6.8267,38.5069,12.5577,4.6407,0.8923,,,,,,,,,
1,30/05/2022 14:50,6.8983,24.353,8.7088,4.6678,0.9473,,,,,,,,,
1,30/05/2022 15:00,6.8038,36.1615,11.6574,4.652,0.942,,,,,,,,,
1,30/05/2022 15:10,6.8467,26.8572,8.422,4.6376,0.9791,,,,,,,,,
1,30/05/2022 15:20,7.1115,24.3796,27.4576,4.5644,0.9409,,,,,,,,,
1,30/05/2022 15:30,8.97,35.0736,85.2501,5.6483,0.9434,,,,,,,,,
1,30/05/2022 15:40,9.3312,21.3664,85.529,55.8332,2696.3048,,,,,,,,,
1,30/05/2022 15:50,7.3794,1697.552,96.3205,59.4221,2995.483,,,,,,,,,
1,30/05/2022 16:00,6.4948,2356.4777,82.0045,10.4412,2994.6167,,,,,,,,,
1,30/05/2022 16:10,6.6217,2332.8424,88.7307,58.3848,2997.1664,,,,,,,,,
1,30/05/2022 16:20,6.486,2324.8299,87.0402,17.4715,2987.7603,,,,,,,,,
1,30/05/2022 16:30,6.567,2329.0814,93.5012,45.0258,2988.3241,,,,,,,,,
1,30/05/2022 16:40,8.4735,641.048,95.6776,40.0226,2986.9639,,,,,,,,,
1,30/05/2022 16:50,8.9554,231.0401,101.3998,33.5403,2987.2391,,,,,,,,,
1,30/05/2022 17:00,6.4769,2355.0376,77.6719,31.896,2990.6276,,,,,,,,,
1,30/05/2022 17:10,6.4492,2343.4786,81.809,23.4686,2994.9647,,,,,,,,,
1,30/05/2022 17:20,5.8438,2497.2333,88.7057,48.2881,2989.3371,,,,,,,,,
1,30/05/2022 17:30,6.6699,963.6347,97.0574,12.4825,2987.5231,,,,,,,,,
1,30/05/2022 17:40,7.9391,22.3479,87.7998,13.22,316.7473,,,,,,,,,
1,30/05/2022 17:50,7.8241,36.0699,32.6942,4.5599,1.1234,,,,,,,,,
1,30/05/2022 18:00,7.6017,22.9532,10.4236,4.587,1.1178,,,,,,,,,
1,30/05/2022 18:10,6.0904,1098.6117,1.5411,3.7901,1.1328,,,,,,,,,
1,30/05/2022 18:20,7.5405,23.0672,24.2603,4.5942,1.1737,,,,,,,,,
1,30/05/2022 18:30,7.5851,36.8106,17.9552,4.5732,1.1767,,,,,,,,,
1,30/05/2022 18:40,7.6048,23.2295,35.201,4.5691,1.1462,,,,,,,,,
1,30/05/2022 18:50,7.6134,26.1378,28.9691,4.5757,1.136,,,,,,,,,
1,30/05/2022 19:00,7.5734,34.6633,42.3254,4.5866,1.1516,,,,,,,,,
1,30/05/2022 19:10,7.6265,23.5111,36.8893,4.5918,1.1425,,,,,,,,,
1,30/05/2022 19:20,7.5585,37.401,25.9594,4.6038,1.1415,,,,,,,,,
1,30/05/2022 19:30,7.5543,24.0102,28.7361,4.6322,1.1645,,,,,,,,,
1,30/05/2022 19:40,7.5188,38.36,49.8567,4.6312,1.2497,,,,,,,,,
1,30/05/2022 19:50,7.5771,23.9186,33.3713,4.6185,1.2449,,,,,,,,,
1,30/05/2022 20:00,7.5444,37.8582,41.6058,4.5859,1.2059,,,,,,,,,
1,30/05/2022 20:10,7.5839,23.9274,37.2507,4.6024,1.1519,,,,,,,,,
1,30/05/2022 20:20,7.5056,38.4092,23.9009,4.614,1.1758,,,,,,,,,
1,30/05/2022 20:30,7.5725,24.1511,45.5965,4.6165,1.2037,,,,,,,,,
1,30/05/2022 20:40,7.5722,24.1411,53.1446,4.6264,1.2186,,,,,,,,,
1,30/05/2022 20:50,7.5191,38.4856,41.2188,4.6163,1.1914,,,,,,,,,
1,30/05/2022 21:00,7.6063,23.9459,25.987,4.5898,1.206,,,,,,,,,
1,30/05/2022 21:10,7.5878,37.7009,39.0056,4.581,1.1496,,,,,,,,,
1,30/05/2022 21:20,7.5947,23.9157,25.2347,4.5781,1.1227,,,,,,,,,
1,30/05/2022 21:30,7.5665,37.6565,17.9444,4.5595,1.1252,,,,,,,,,
1,30/05/2022 21:40,7.6309,23.9681,59.4731,4.5804,1.1214,,,,,,,,,
1,30/05/2022 21:50,7.5428,38.0951,45.6185,4.5982,1.1197,,,,,,,,,
1,30/05/2022 22:00,7.6035,23.9638,37.6587,4.5856,1.1459,,,,,,,,,
1,30/05/2022 22:10,7.5704,35.1419,52.1759,4.5866,1.1163,,,,,,,,,
1,30/05/2022 22:20,7.6056,26.8,33.4614,4.5834,1.1226,,,,,,,,,
1,30/05/2022 22:30,7.5974,24.0705,29.2733,4.5894,1.1904,,,,,,,,,
1,30/05/2022 22:40,7.5335,38.0561,17.913,4.5991,1.201,,,,,,,,,
1,30/05/2022 22:50,7.5719,24.1589,50.3341,4.5931,1.207,,,,,,,,,
1,30/05/2022 23:00,7.5381,38.2405,41.9133,4.6104,1.2119,,,,,,,,,
1,30/05/2022 23:10,7.6009,24.16,25.3887,4.6125,1.2238,,,,,,,,,
1,30/05/2022 23:20,7.5411,38.3379,17.9298,4.6046,1.2245,,,,,,,,,
1,30/05/2022 23:30,7.5462,24.2815,18.0455,4.623,1.2322,,,,,,,,,
1,30/05/2022 23:40,7.5395,38.5104,17.9072,4.6104,1.2299,,,,,,,,,
1,30/05/2022 23:50,7.5699,24.3476,34.4597,4.6173,1.2352,,,,,,,,,
1,31/05/2022 00:00,7.5543,32.7812,51.3449,4.6162,1.2504,,,,,,,,,
1,31/05/2022 00:10,7.5229,30.2813,25.3706,4.6311,1.2517,,,,,,,,,
1,31/05/2022 00:20,7.5621,24.4717,50.1405,4.6324,1.2522,,,,,,,,,
1,31/05/2022 00:30,7.5268,38.7498,56.9096,4.6206,1.2636,,,,,,,,,
1,31/05/2022 00:40,7.5592,34.1411,59.8954,4.6148,1.2581,,,,,,,,,
1,31/05/2022 00:50,7.5109,38.6557,18.0094,4.6158,1.2489,,,,,,,,,
1,31/05/2022 01:00,7.599,24.3296,93.8745,4.6322,1.2354,,,,,,,,,
1,31/05/2022 01:10,7.531,38.6681,50.5314,4.6277,1.2262,,,,,,,,,
1,31/05/2022 01:20,7.5225,24.4875,39.8243,4.6853,1.2307,,,,,,,,,
1,31/05/2022 01:30,7.3723,38.9914,40.2106,4.744,1.2293,,,,,,,,,
1,31/05/2022 01:40,7.4005,24.8022,23.8257,4.8529,1.213,,,,,,,,,
1,31/05/2022 01:50,7.4093,30.207,42.3687,4.8358,1.2341,,,,,,,,,
1,31/05/2022 02:00,7.5289,33.2931,31.7609,4.6134,1.2389,,,,,,,,,
1,31/05/2022 02:10,7.5342,24.4372,39.5105,4.6171,1.2345,,,,,,,,,
1,31/05/2022 02:20,7.5129,38.6579,18.0822,4.6004,1.2185,,,,,,,,,
1,31/05/2022 02:30,7.576,24.3678,48.9687,4.6107,1.2248,,,,,,,,,
1,31/05/2022 02:40,7.5415,38.5032,18.0769,4.6007,1.2142,,,,,,,,,
1,31/05/2022 02:50,7.5546,24.447,28.8982,4.6058,1.1982,,,,,,,,,
1,31/05/2022 03:00,7.5369,38.7347,40.837,4.6142,1.2015,,,,,,,,,
1,31/05/2022 03:10,7.5823,24.4341,27.4133,4.6106,1.2107,,,,,,,,,
1,31/05/2022 03:20,7.5473,38.6799,47.3711,4.6223,1.2266,,,,,,,,,
1,31/05/2022 03:30,7.5975,24.4514,27.4549,4.6187,1.2261,,,,,,,,,
1,31/05/2022 03:40,8.6678,24.7275,80.5407,5.4441,1.2163,,,,,,,,,
1,31/05/2022 03:50,9.2481,33.437,84.8393,57.2549,2024.0299,,,,,,,,,
1,31/05/2022 04:00,9.1278,21.6422,85.4918,10.8037,3005.2238,,,,,,,,,
1,31/05/2022 04:10,7.3205,1731.6795,83.1929,65.8483,3007.1061,,,,,,,,,
1,31/05/2022 04:20,6.4606,2393.7531,82.5823,3.3374,3000.0257,,,,,,,,,
1,31/05/2022 04:30,6.2324,2485.9207,82.2723,70.9039,2998.4836,,,,,,,,,
1,31/05/2022 04:40,6.1283,2318.1856,93.9314,3.6381,2993.622,,,,,,,,,
1,31/05/2022 04:50,9.3465,23.696,85.2106,72.394,2993.0519,,,,,,,,,
1,31/05/2022 05:00,9.1844,19.664,90.4429,30.8326,2993.2228,,,,,,,,,
1,31/05/2022 05:10,6.9066,2050.3244,88.276,39.1755,3001.5978,,,,,,,,,
1,31/05/2022 05:20,6.5563,2368.8798,82.0414,34.8143,2995.8563,,,,,,,,,
1,31/05/2022 05:30,6.5687,2371.2975,82.074,45.0599,2995.4844,,,,,,,,,
1,31/05/2022 05:40,6.5077,2360.7434,108.9818,37.5753,2994.1585,,,,,,,,,
1,31/05/2022 05:50,6.7762,1188.2297,23.8485,3.8731,2993.8092,,,,,,,,,
1,31/05/2022 06:00,7.7174,22.2855,13.1216,4.6139,832.6422,,,,,,,,,
1,31/05/2022 06:10,7.6757,36.4563,0.8958,4.6044,1.4301,,,,,,,,,
1,31/05/2022 06:20,7.1456,22.8316,45.8107,22.9073,1.4134,,,,,,,,,
1,31/05/2022 06:30,6.5702,32.1169,63.3959,4.5808,1.4122,,,,,,,,,
1,31/05/2022 06:40,6.5403,27.7011,6.5521,4.6481,1.3916,,,,,,,,,
1,31/05/2022 06:50,6.6543,23.4834,14.3805,4.5903,1.4096,,,,,,,,,
1,31/05/2022 07:00,6.7424,37.4654,19.3405,4.5914,1.439,,,,,,,,,
1,31/05/2022 07:10,1520.2445,21.6056,5.2285,65.9647,1.3901,,,,,,,,,
1,31/05/2022 07:20,9643.6833,32.5732,3.8926,49.4832,1792.1689,,,,,,,,,
1,31/05/2022 07:30,3623.2839,20.3574,34.0509,91.4037,2426.9249,,,,,,,,,
1,31/05/2022 07:40,16.853,36.9772,26.0503,59.4391,2797.8795,,,,,,,,,
1,31/05/2022 07:50,6.7687,24.1104,1.0695,4.6316,1172.1375,,,,,,,,,
1,31/05/2022 08:00,6.7389,38.1767,5.8329,4.6219,1.4631,,,,,,,,,
1,31/05/2022 08:10,6.8461,23.884,10.8647,4.6006,1.4417,,,,,,,,,
1,31/05/2022 08:20,6.8912,30.3156,0.9893,4.5953,1.3587,,,,,,,,,
1,31/05/2022 08:30,6.8936,31.5054,0.9625,4.595,1.3468,,,,,,,,,
1,31/05/2022 08:40,6.9427,23.8866,1.1199,4.5888,1.3504,,,,,,,,,
1,31/05/2022 08:50,6.9396,37.6655,12.267,4.5836,1.3383,,,,,,,,,
1,31/05/2022 09:00,6.8919,24.2293,1.0524,4.6303,1.3371,,,,,,,,,
1,31/05/2022 09:10,4.8184,1787.6612,13.1744,3.1766,1.4337,,,,,,,,,
1,31/05/2022 09:20,6.8923,28.7202,0.9964,4.6294,1.3853,,,,,,,,,
1,31/05/2022 09:30,6.9098,23.2251,7.2275,4.6221,1.4384,,,,,,,,,
1,31/05/2022 09:40,6.8524,37.5489,48.5027,4.6065,1.4143,,,,,,,,,
1,31/05/2022 09:50,6.965,23.3719,87.2493,4.6061,1.4236,,,,,,,,,
1,31/05/2022 10:00,6.8849,37.7558,93.2743,4.5966,1.3835,,,,,,,,,
1,31/05/2022 10:10,6.9035,23.7629,109.2264,4.6182,1.3761,,,,,,,,,
1,31/05/2022 10:20,6.8759,37.9999,87.44,4.6038,1.4071,,,,,,,,,
1,31/05/2022 10:30,7.0187,23.5399,97.0456,4.5535,1.4042,,,,,,,,,
1,31/05/2022 10:40,6.908,37.9108,104.2671,4.5891,1.3214,,,,,,,,,
1,31/05/2022 10:50,6.9373,23.9707,87.1931,4.615,1.3469,,,,,,,,,
1,31/05/2022 11:00,6.9075,29.2692,87.1292,4.6095,1.4014,,,,,,,,,
1,31/05/2022 11:10,6.8438,33.0765,87.3065,4.6171,1.4189,,,,,,,,,
1,31/05/2022 11:20,6.885,24.1368,87.2464,4.6025,1.4626,,,,,,,,,
1,31/05/2022 11:30,6.8294,38.3802,93.1986,4.613,1.4257,,,,,,,,,
1,31/05/2022 11:40,6.9478,23.9874,98.65,4.5771,1.4429,,,,,,,,,
1,31/05/2022 11:50,6.9212,37.9644,105.3554,4.5936,1.405,,,,,,,,,
1,31/05/2022 12:00,6.9576,24.1074,87.1506,4.5993,1.4047,,,,,,,,,
1,31/05/2022 12:10,6.9236,38.1497,102.549,4.5928,1.42,,,,,,,,,
1,31/05/2022 12:20,7.3111,24.3381,89.5978,4.5639,1.4249,,,,,,,,,
1,31/05/2022 12:30,7.2729,38.2322,97.1386,4.5971,1.3717,,,,,,,,,
1,31/05/2022 12:40,7.1302,24.3288,99.9514,4.5799,1.3903,,,,,,,,,
1,31/05/2022 12:50,7.2676,26.6517,100.2933,4.5714,1.4053,,,,,,,,,
1,31/05/2022 13:00,7.0596,35.9422,88.5374,4.6132,1.3972,,,,,,,,,
1,31/05/2022 13:10,7.2622,24.6008,89.6061,4.5618,1.3907,,,,,,,,,
1,31/05/2022 13:20,7.2477,38.2249,106.8587,4.5779,1.3787,,,,,,,,,
1,31/05/2022 13:30,7.2712,24.7142,104.0406,4.5724,1.3655,,,,,,,,,
1,31/05/2022 13:40,6.8169,38.5507,110.8909,4.6012,1.3935,,,,,,,,,
1,31/05/2022 13:50,7.0957,24.6799,89.0584,4.5968,1.4128,,,,,,,,,
1,31/05/2022 14:00,7.2278,38.8202,95.2605,4.6204,1.4025,,,,,,,,,
1,31/05/2022 14:10,7.1806,24.7299,89.5038,4.5933,1.4086,,,,,,,,,
1,31/05/2022 14:20,7.1296,38.5694,89.3481,4.5819,1.4089,,,,,,,,,
1,31/05/2022 14:30,6.8654,24.9015,110.0943,4.6094,1.3938,,,,,,,,,
1,31/05/2022 14:40,7.704,23.8851,86.8961,4.8639,1.4191,,,,,,,,,
1,31/05/2022 14:50,9.0465,35.7559,85.1433,11.1899,638.438,,,,,,,,,
1,31/05/2022 15:00,9.1703,72.4288,84.8321,49.8086,2999.4752,,,,,,,,,
1,31/05/2022 15:10,6.4886,2447.0754,81.5626,57.4146,2999.8089,,,,,,,,,
1,31/05/2022 15:20,6.4406,2356.0614,106.0901,10.3992,2993.7588,,,,,,,,,
1,31/05/2022 15:30,6.2268,2462.0239,107.866,64.3198,2992.6328,,,,,,,,,
1,31/05/2022 15:40,5.972,2510.1593,81.6906,49.8743,2987.315,,,,,,,,,
1,31/05/2022 15:50,6.0591,2298.8014,81.9138,16.5527,2986.6766,,,,,,,,,
1,31/05/2022 16:00,9.1962,24.0687,84.7515,65.383,2991.1542,,,,,,,,,
1,31/05/2022 16:10,9.1257,19.9878,84.7706,32.432,2995.5586,,,,,,,,,
1,31/05/2022 16:20,6.3121,2178.2075,81.8808,43.3039,2991.4121,,,,,,,,,
1,31/05/2022 16:30,5.793,2524.9054,81.6833,25.4085,2988.1842,,,,,,,,,
1,31/05/2022 16:40,5.5165,2518.3612,82.189,20.8131,2987.3988,,,,,,,,,
1,31/05/2022 16:50,7.4399,341.115,91.2696,27.031,2334.7007,,,,,,,,,
1,31/05/2022 17:00,7.1551,22.4515,87.4207,4.5142,1.2924,,,,,,,,,
1,31/05/2022 17:10,7.2134,36.3407,89.3862,4.5473,1.2838,,,,,,,,,
1,31/05/2022 17:20,6.9158,23.0066,46.8588,4.5268,1.2573,,,,,,,,,
1,31/05/2022 17:30,4.972,1410.8458,16.2176,3.5592,1.2862,,,,,,,,,
1,31/05/2022 17:40,6.7778,22.9763,25.3429,4.5784,1.2823,,,,,,,,,
1,31/05/2022 17:50,6.7571,34.4003,17.9485,4.6047,1.3734,,,,,,,,,
1,31/05/2022 18:00,6.7798,26.7956,43.9389,4.6163,1.3865,,,,,,,,,
1,31/05/2022 18:10,6.7741,23.6706,18.0588,4.6043,1.3985,,,,,,,,,
1,31/05/2022 18:20,6.7914,37.6643,41.8584,4.5714,1.393,,,,,,,,,
1,31/05/2022 18:30,6.8367,23.6599,22.8216,4.5735,1.3276,,,,,,,,,
1,31/05/2022 18:40,6.7413,38.0607,26.3953,4.5853,1.3137,,,,,,,,,
1,31/05/2022 18:50,6.7652,23.8517,22.9862,4.5803,1.3434,,,,,,,,,
1,31/05/2022 19:00,6.6944,38.3075,36.7138,4.5833,1.3308,,,,,,,,,
1,31/05/2022 19:10,6.6742,24.0237,28.1126,4.5783,1.3366,,,,,,,,,
1,31/05/2022 19:20,6.644,38.3581,17.9946,4.5695,1.3112,,,,,,,,,
1,31/05/2022 19:30,6.6917,24.0941,48.1504,4.5684,1.3184,,,,,,,,,
1,31/05/2022 19:40,6.6411,32.1386,25.1607,4.5712,1.3218,,,,,,,,,
1,31/05/2022 19:50,6.6711,30.3663,49.7867,4.5637,1.3165,,,,,,,,,
1,31/05/2022 20:00,6.6909,24.074,27.9317,4.538,1.3021,,,,,,,,,
1,31/05/2022 20:10,6.6338,38.3273,24.42,4.5582,1.2874,,,,,,,,,
1,31/05/2022 20:20,6.6369,24.2608,37.5398,4.5732,1.3045,,,,,,,,,
1,31/05/2022 20:30,6.6263,38.6248,44.9368,4.5868,1.3305,,,,,,,,,
1,31/05/2022 20:40,6.6708,24.366,55.5967,4.5732,1.3468,,,,,,,,,
1,31/05/2022 20:50,6.5782,38.9099,24.5866,4.5807,1.3465,,,,,,,,,
1,31/05/2022 21:00,6.6278,24.4874,35.0554,4.581,1.3462,,,,,,,,,
1,31/05/2022 21:10,6.6202,38.6271,42.1986,4.5832,1.3494,,,,,,,,,
1,31/05/2022 21:20,6.7117,24.1731,18.2796,4.5318,1.3443,,,,,,,,,
1,31/05/2022 21:30,6.706,29.0624,43.3803,4.5459,1.2712,,,,,,,,,
1,31/05/2022 21:40,6.6514,33.378,39.221,4.5384,1.2581,,,,,,,,,
1,31/05/2022 21:50,6.6868,24.2819,25.8153,4.5552,1.2678,,,,,,,,,
1,31/05/2022 22:00,6.6655,38.2554,49.1196,4.5663,1.2773,,,,,,,,,
1,31/05/2022 22:10,6.689,24.2773,28.8006,4.5607,1.2838,,,,,,,,,
1,31/05/2022 22:20,6.6578,38.3217,51.6105,4.5627,1.2778,,,,,,,,,
1,31/05/2022 22:30,6.6634,24.3325,25.7193,4.5534,1.2856,,,,,,,,,
1,31/05/2022 22:40,6.6368,38.5596,46.0308,4.5563,1.2966,,,,,,,,,
1,31/05/2022 22:50,6.6458,24.4436,21.9586,4.5392,1.2924,,,,,,,,,
1,31/05/2022 23:00,6.6287,38.4595,18.0227,4.5581,1.2964,,,,,,,,,
1,31/05/2022 23:10,6.6876,24.3908,37.8595,4.5364,1.2833,,,,,,,,,
1,31/05/2022 23:20,6.665,26.3365,18.1199,4.5443,1.2937,,,,,,,,,
1,31/05/2022 23:30,6.673,36.5845,32.0845,4.5362,1.2845,,,,,,,,,
1,31/05/2022 23:40,6.7208,24.385,62.8925,4.562,1.2807,,,,,,,,,
1,31/05/2022 23:50,6.6328,38.4773,36.6468,4.562,1.2751,,,,,,,,,
1,1/6/2022 0:00,6.2676,308.8645,22.3231,4.4101,1.2855,,,,,,,,,
1,1/6/2022 0:10,1.9319,4825.3563,18.8429,3.1899,1.266,,,,,,,,,
1,1/6/2022 0:20,1.9612,4836.7799,37.1535,3.2218,1.2044,,,,,,,,,
1,1/6/2022 0:30,5.7203,649.2397,34.2796,3.925,1.2238,,,,,,,,,
1,1/6/2022 0:40,6.2038,239.9731,52.2529,4.188,1.2792,,,,,,,,,
1,1/6/2022 0:50,6.3222,182.6603,17.3879,4.2803,1.2852,,,,,,,,,
1,1/6/2022 1:00,6.5909,64.755,17.9221,4.4873,1.3078,,,,,,,,,
1,1/6/2022 1:10,6.6677,24.5376,18.124,4.5592,1.2983,,,,,,,,,
1,1/6/2022 1:20,6.6676,24.5666,30.3727,4.5623,1.3007,,,,,,,,,
1,1/6/2022 1:30,6.6405,24.5958,22.7525,4.5675,1.3158,,,,,,,,,
1,1/6/2022 1:40,6.6344,24.5671,28.8883,4.5678,1.3122,,,,,,,,,
1,1/6/2022 1:50,6.6575,24.5763,18.1235,4.564,1.3008,,,,,,,,,
1,1/6/2022 2:00,6.6639,24.5441,18.1096,4.5515,1.309,,,,,,,,,
1,1/6/2022 2:10,6.7004,24.5227,24.4094,4.5685,1.2949,,,,,,,,,
1,1/6/2022 2:20,6.6964,24.5169,18.1248,4.5571,1.286,,,,,,,,,
1,1/6/2022 2:30,6.6936,24.4865,18.1621,4.5522,1.2948,,,,,,,,,
1,1/6/2022 2:40,6.735,24.4541,18.1236,4.5596,1.2876,,,,,,,,,
1,1/6/2022 2:50,6.7178,24.5307,23.175,4.5554,1.2755,,,,,,,,,
1,1/6/2022 3:00,6.7259,24.462,38.2935,4.5511,1.3005,,,,,,,,,
1,1/6/2022 3:10,6.7394,24.4266,45.3674,4.5483,1.2779,,,,,,,,,
1,1/6/2022 3:20,6.7361,24.464,26.9576,4.5465,1.276,,,,,,,,,
1,1/6/2022 3:30,6.7312,24.4543,23.4554,4.5456,1.2662,,,,,,,,,
1,1/6/2022 3:40,6.7282,24.4631,18.1494,4.552,1.2785,,,,,,,,,
1,1/6/2022 3:50,6.6861,24.7241,23.9046,4.5875,1.2608,,,,,,,,,
1,1/6/2022 4:00,7.8757,23.8089,48.9864,4.8832,1.329,,,,,,,,,
1,1/6/2022 4:10,8.989,22.0308,84.8786,20.246,795.6746,,,,,,,,,
1,1/6/2022 4:20,9.0978,22.093,100.334,55.295,3006.0332,,,,,,,,,
1,1/6/2022 4:30,8.9991,22.0686,110.5952,19.7298,3005.3886,,,,,,,,,
1,1/6/2022 4:40,9.1537,22.1252,85.1316,61.8507,3004.6591,,,,,,,,,
1,1/6/2022 4:50,9.1197,22.2183,84.8714,67.79,3000.3339,,,,,,,,,
1,1/6/2022 5:00,9.0079,22.1563,84.7957,26.9164,3001.6271,,,,,,,,,
1,1/6/2022 5:10,9.0985,22.1302,84.6475,61.0745,3006.7095,,,,,,,,,
1,1/6/2022 5:20,8.9299,22.1424,84.7727,12.8353,3000.2672,,,,,,,,,
1,1/6/2022 5:30,9.005,22.1396,84.8684,39.686,3002.9304,,,,,,,,,
1,1/6/2022 5:40,8.9864,22.177,84.9289,34.2807,3001.8737,,,,,,,,,
1,1/6/2022 5:50,9.056,22.2631,84.8338,74.2813,3001.5463,,,,,,,,,
1,1/6/2022 6:00,8.6936,22.3574,84.94,13.0776,3002.3247,,,,,,,,,
1,1/6/2022 6:10,8.8624,22.255,105.1956,41.0748,3001.9785,,,,,,,,,
1,1/6/2022 6:20,5.1779,2860.8882,132.2996,10.8085,3001.629,,,,,,,,,
1,1/6/2022 6:30,3.7893,3192.293,83.9241,10.7997,2461.5386,,,,,,,,,
1,1/6/2022 6:40,3.8592,3136.8723,89.9355,10.8127,1.3612,,,,,,,,,
1,1/6/2022 6:50,6.7329,810.9345,66.0872,17.2978,1.3813,,,,,,,,,
1,1/6/2022 7:00,6.8174,22.8223,1.2281,4.6103,1.3548,,,,,,,,,
1,1/6/2022 7:10,6.4028,339.8278,0.9334,4.4206,1.3614,,,,,,,,,
1,1/6/2022 7:20,3.0286,3033.4226,3.0905,3.0717,1.3337,,,,,,,,,
1,1/6/2022 7:30,3.0777,2964.4358,-1.4223,3.0814,1.2804,,,,,,,,,
1,1/6/2022 7:40,3.1544,2901.9116,3.7938,3.0702,1.2877,,,,,,,,,
1,1/6/2022 7:50,3.27,2843.9069,116.6219,3.0274,1.2789,,,,,,,,,
1,1/6/2022 8:00,3.5671,2777.2209,122.8086,2.7932,1.2845,,,,,,,,,
1,1/6/2022 8:10,3.8392,2722.5097,92.2931,2.449,1.2729,,,,,,,,,
1,1/6/2022 8:20,3.8974,2666.5869,86.5106,2.372,1.2822,,,,,,,,,
1,1/6/2022 8:30,3.9098,2630.0032,91.0839,2.4353,1.2714,,,,,,,,,
1,1/6/2022 8:40,3.9756,2622.4451,91.3514,2.4709,1.2595,,,,,,,,,
1,1/6/2022 8:50,3.8869,2561.1352,86.0763,2.3934,1.223,,,,,,,,,
1,1/6/2022 9:00,3.6317,2510.5653,107.8297,2.6641,1.2681,,,,,,,,,
1,1/6/2022 9:10,6.6665,234.815,87.2906,4.4091,1.2618,,,,,,,,,
