temperature,humidity,irradiation,wind_speed,pressure,cell_temperature,year,month,day,hour,minute,power_lag_1,power_lag_2,power_lag_3,power_lag_4,power_lag_5,power_lag_6,power_lag_7,power_lag_8,power_lag_9,power_lag_10,power_lag_11,power_lag_12,power_lag_13,power_lag_14,power_lag_15,power_lag_16,power_lag_17,power_lag_18,power_lag_19,power_lag_20,power_lag_21,power_lag_22,power_lag_23,power_lag_24
131.4,1041,0,13.8,12273.1,114.1636851,2023,5,8,12,55,8.189081651,18.28884769,25.47690991,8.850953733,16.32703731,19.66419726,733.4028173,5306.238701,7718.500075,8092.478099,12921.47257,14052.28937,18483.54419,18491.48413,16213.00476,14757.11926,11470.69336,1730.840932,0,0,0,17.92794973,11.47186077,1.714103639
